user_id,day_1,day_7,day_30,churned,cohort_week,broke_streak_week1,current_streak
u0405,true,true,false,false,5,false,17
u0406,false,false,false,true,5,true,0
u0407,true,false,false,true,5,true,0
u0408,true,true,false,false,5,true,0
u0409,true,false,false,true,5,true,0
u0410,true,false,false,true,5,true,0
u0411,true,true,false,false,5,false,18
u0412,true,true,false,false,5,false,13
u0413,true,false,false,true,5,true,0
u0414,true,false,true,true,5,true,0
u0415,false,false,false,true,5,true,0
u0416,true,true,false,false,5,false,21
u0417,true,false,false,true,5,true,0
u0418,true,true,false,false,5,true,0
u0419,true,true,false,false,5,false,17
u0420,true,true,true,false,5,false,13
u0421,true,true,false,false,1,false,8
u0422,true,false,false,true,1,false,7
u0423,true,true,false,false,1,false,12
u0424,true,false,true,true,1,false,8
u0425,true,true,true,false,1,false,8
u0426,true,false,false,true,1,false,10
u0427,false,false,false,true,1,false,14
u0428,true,false,false,true,1,false,7
u0429,true,false,false,true,1,false,5
u0430,true,true,false,false,1,false,18
u0431,true,false,false,true,1,false,4
u0432,true,true,false,false,1,false,18
u0433,true,false,false,true,1,true,0
u0434,true,false,false,true,1,true,0
u0435,true,true,false,false,1,false,14
u0436,true,true,false,false,1,false,15
u0437,true,false,false,true,1,false,4
u0438,true,false,false,true,1,true,0
u0439,true,false,false,true,1,false,13
u0440,true,true,false,false,1,false,13
u0441,true,false,false,true,2,true,0
u0442,true,true,false,false,2,false,9
u0443,true,true,false,false,2,false,20
u0444,false,false,false,true,2,false,8
u0445,true,true,false,false,2,false,18
u0446,true,true,true,false,2,true,0
u0447,true,false,false,true,2,true,0
u0448,false,false,false,true,2,false,8
u0449,true,false,false,true,2,false,4
u0450,true,true,false,false,2,false,16
u0451,true,false,false,true,2,true,0
u0452,true,true,false,false,2,false,15
u0453,true,false,true,true,2,true,0
u0454,true,false,false,true,2,false,5
u0455,true,false,false,true,2,false,5
u0456,true,false,false,true,2,true,0
u0457,false,false,false,true,2,false,4
u0458,true,false,false,true,2,false,12
u0459,true,true,false,false,2,true,0
u0460,true,false,false,true,2,true,0
u0461,true,false,false,true,3,true,0
u0462,true,true,false,false,3,true,0
u0463,true,true,false,false,3,true,0
u0464,true,true,false,false,3,true,0
u0465,true,false,false,true,3,true,0
u0466,true,false,false,true,3,false,5
u0467,true,false,false,true,3,false,7
u0468,true,true,false,false,3,false,7
u0469,true,false,false,true,3,false,9
u0470,true,true,false,false,3,false,21
u0471,true,true,false,false,3,true,0
u0472,true,false,false,true,3,true,0
u0473,false,true,true,false,3,false,17
u0474,true,false,false,true,3,true,0
u0475,true,false,false,true,3,false,12
u0476,true,false,false,true,3,true,0
u0477,true,false,false,true,3,true,0
u0478,true,false,false,true,3,false,11
u0479,false,false,false,true,3,true,0
u0480,true,true,false,false,3,true,0
u0481,true,false,false,true,4,false,12
u0482,true,false,false,true,4,false,5
u0483,true,true,false,false,4,false,16
u0484,true,false,false,true,4,false,4
u0485,true,false,false,true,4,true,0
u0486,true,false,false,true,4,false,14
u0487,true,true,false,false,4,true,0
u0488,true,false,false,true,4,false,10
u0489,true,true,false,false,4,false,18
u0490,true,false,false,true,4,true,0
u0491,true,false,false,true,4,true,0
u0492,false,false,false,true,4,true,0
u0493,true,true,false,false,4,false,11
u0494,true,false,false,true,4,false,4
u0495,true,false,false,true,4,false,9
u0496,false,false,false,true,4,false,6
u0497,true,false,false,true,4,true,0
u0498,true,false,false,true,4,false,8
u0499,true,false,false,true,4,false,6
u0500,true,false,false,true,4,false,14
