user_id,acquisition_channel,signup_date,goal_set_date,platform,cohort_week,variant,broke_streak_week1,current_streak
u0067,organic,2026-04-06,2026-04-07,ios,1,,false,9
u0068,paid,2026-04-06,2026-04-07,android,1,,false,8
u0069,referral,2026-04-06,2026-04-07,ios,1,,true,0
u0070,organic,2026-04-06,2026-04-07,android,1,,false,4
u0071,paid,2026-04-06,2026-04-07,ios,1,,true,0
u0072,referral,2026-04-06,2026-04-07,android,1,,false,16
u0073,organic,2026-04-06,2026-04-07,ios,1,,false,13
u0074,paid,2026-04-06,2026-04-07,android,1,,true,0
u0075,referral,2026-04-06,2026-04-07,ios,1,,false,20
u0076,organic,2026-04-06,2026-04-07,android,1,,false,11
u0077,paid,2026-04-06,2026-04-07,ios,1,,false,13
u0078,referral,2026-04-06,2026-04-07,android,1,,false,14
u0079,organic,2026-04-06,2026-04-07,ios,1,,false,12
u0080,paid,2026-04-06,2026-04-07,android,1,,false,8
u0081,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0082,paid,2026-04-13,2026-04-14,android,2,,true,0
u0083,referral,2026-04-13,2026-04-14,ios,2,,false,18
u0084,organic,2026-04-13,2026-04-14,android,2,,false,12
u0085,paid,2026-04-13,2026-04-14,ios,2,,false,9
u0086,referral,2026-04-13,2026-04-14,android,2,,false,9
u0087,organic,2026-04-13,2026-04-14,ios,2,,false,17
u0088,paid,2026-04-13,2026-04-14,android,2,,false,14
u0089,referral,2026-04-13,2026-04-14,ios,2,,false,20
u0090,organic,2026-04-13,2026-04-14,android,2,,false,6
u0091,paid,2026-04-13,2026-04-14,ios,2,,false,4
u0092,referral,2026-04-13,2026-04-14,android,2,,false,10
u0093,organic,2026-04-13,2026-04-14,ios,2,,false,8
u0094,paid,2026-04-13,2026-04-14,android,2,,false,9
u0095,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0096,organic,2026-04-13,2026-04-14,android,2,,true,0
u0097,paid,2026-04-13,2026-04-14,ios,2,,false,18
u0098,referral,2026-04-13,2026-04-14,android,2,,true,0
u0099,organic,2026-04-13,2026-04-14,ios,2,,false,9
u0100,paid,2026-04-13,2026-04-14,android,2,,false,5
u0101,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0102,organic,2026-04-13,2026-04-14,android,2,,true,0
u0103,paid,2026-04-13,2026-04-14,ios,2,,false,12
u0104,referral,2026-04-13,2026-04-14,android,2,,true,0
u0105,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0106,paid,2026-04-13,2026-04-14,android,2,,true,0
u0107,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0108,organic,2026-04-13,2026-04-14,android,2,,false,11
u0109,paid,2026-04-13,2026-04-14,ios,2,,false,8
u0110,referral,2026-04-13,2026-04-14,android,2,,false,16
u0111,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0112,paid,2026-04-13,2026-04-14,android,2,,false,8
u0113,referral,2026-04-13,2026-04-14,ios,2,,false,4
u0114,organic,2026-04-13,2026-04-14,android,2,,false,19
u0115,paid,2026-04-13,2026-04-14,ios,2,,false,12
u0116,referral,2026-04-13,2026-04-14,android,2,,true,0
u0117,organic,2026-04-13,2026-04-14,ios,2,,false,16
u0118,paid,2026-04-13,2026-04-14,android,2,,false,10
u0119,referral,2026-04-13,2026-04-14,ios,2,,false,12
u0120,organic,2026-04-13,2026-04-14,android,2,,false,10
u0121,paid,2026-04-13,2026-04-14,ios,2,,true,0
u0122,referral,2026-04-13,2026-04-14,android,2,,false,11
u0123,organic,2026-04-13,2026-04-14,ios,2,,false,16
u0124,paid,2026-04-13,2026-04-14,android,2,,false,10
u0125,referral,2026-04-13,2026-04-14,ios,2,,false,15
u0126,organic,2026-04-13,2026-04-14,android,2,,false,8
u0127,paid,2026-04-13,2026-04-14,ios,2,,false,8
u0128,referral,2026-04-13,2026-04-14,android,2,,false,13
u0129,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0130,paid,2026-04-13,2026-04-14,android,2,,true,0
u0131,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0132,organic,2026-04-13,2026-04-14,android,2,,false,10
u0133,paid,2026-04-13,2026-04-14,ios,2,,false,5
u0134,referral,2026-04-13,2026-04-14,android,2,,false,8
u0135,organic,2026-04-13,2026-04-14,ios,2,,false,9
u0136,paid,2026-04-13,2026-04-14,android,2,,true,0
u0137,referral,2026-04-13,2026-04-14,ios,2,,false,5
u0138,organic,2026-04-13,2026-04-14,android,2,,true,0
u0139,paid,2026-04-13,2026-04-14,ios,2,,true,0
u0140,referral,2026-04-13,2026-04-14,android,2,,true,0
u0141,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0142,paid,2026-04-13,2026-04-14,android,2,,false,14
u0143,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0144,organic,2026-04-13,2026-04-14,android,2,,true,0
u0145,paid,2026-04-13,2026-04-14,ios,2,,false,4
u0146,referral,2026-04-13,2026-04-14,android,2,,true,0
u0147,organic,2026-04-13,2026-04-14,ios,2,,false,8
u0148,paid,2026-04-13,2026-04-14,android,2,,true,0
u0149,referral,2026-04-13,2026-04-14,ios,2,,false,12
u0150,organic,2026-04-13,2026-04-14,android,2,,false,8
u0151,paid,2026-04-13,2026-04-14,ios,2,,false,10
u0152,referral,2026-04-13,2026-04-14,android,2,,false,5
u0153,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0154,paid,2026-04-13,2026-04-14,android,2,,true,0
u0155,referral,2026-04-13,2026-04-14,ios,2,,false,11
u0156,organic,2026-04-13,2026-04-14,android,2,,false,12
u0157,paid,2026-04-13,2026-04-14,ios,2,,true,0
u0158,referral,2026-04-13,2026-04-14,android,2,,true,0
u0159,organic,2026-04-13,2026-04-14,ios,2,,false,7
u0160,paid,2026-04-13,2026-04-14,android,2,,true,0
u0161,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0162,paid,2026-04-20,2026-04-21,android,3,,false,12
u0163,referral,2026-04-20,2026-04-21,ios,3,,false,10
u0164,organic,2026-04-20,2026-04-21,android,3,,false,3
u0165,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0166,referral,2026-04-20,2026-04-21,android,3,,true,0
u0167,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0168,paid,2026-04-20,2026-04-21,android,3,,false,11
u0169,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0170,organic,2026-04-20,2026-04-21,android,3,,false,5
u0171,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0172,referral,2026-04-20,2026-04-21,android,3,,false,5
u0173,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0174,paid,2026-04-20,2026-04-21,android,3,,false,19
u0175,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0176,organic,2026-04-20,2026-04-21,android,3,,true,0
u0177,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0178,referral,2026-04-20,2026-04-21,android,3,,true,0
u0179,organic,2026-04-20,2026-04-21,ios,3,,false,11
u0180,paid,2026-04-20,2026-04-21,android,3,,false,21
u0181,referral,2026-04-20,2026-04-21,ios,3,,false,5
u0182,organic,2026-04-20,2026-04-21,android,3,,false,16
u0183,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0184,referral,2026-04-20,2026-04-21,android,3,,false,12
u0185,organic,2026-04-20,2026-04-21,ios,3,,false,7
u0186,paid,2026-04-20,2026-04-21,android,3,,false,8
u0187,referral,2026-04-20,2026-04-21,ios,3,,false,11
u0188,organic,2026-04-20,2026-04-21,android,3,,true,0
u0189,paid,2026-04-20,2026-04-21,ios,3,,false,7
u0190,referral,2026-04-20,2026-04-21,android,3,,false,8
u0191,organic,2026-04-20,2026-04-21,ios,3,,false,13
u0192,paid,2026-04-20,2026-04-21,android,3,,false,4
u0193,referral,2026-04-20,2026-04-21,ios,3,,false,9
u0194,organic,2026-04-20,2026-04-21,android,3,,true,0
u0195,paid,2026-04-20,2026-04-21,ios,3,,false,3
u0196,referral,2026-04-20,2026-04-21,android,3,,false,16
u0197,organic,2026-04-20,2026-04-21,ios,3,,false,21
u0198,paid,2026-04-20,2026-04-21,android,3,,false,9
u0199,referral,2026-04-20,2026-04-21,ios,3,,false,15
u0200,organic,2026-04-20,2026-04-21,android,3,,true,0
u0201,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0202,referral,2026-04-20,2026-04-21,android,3,,true,0
u0203,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0204,paid,2026-04-20,2026-04-21,android,3,,true,0
u0205,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0206,organic,2026-04-20,2026-04-21,android,3,,false,11
u0207,paid,2026-04-20,2026-04-21,ios,3,,false,13
u0208,referral,2026-04-20,2026-04-21,android,3,,true,0
u0209,organic,2026-04-20,2026-04-21,ios,3,,false,17
u0210,paid,2026-04-20,2026-04-21,android,3,,false,12
u0211,referral,2026-04-20,2026-04-21,ios,3,,false,8
u0212,organic,2026-04-20,2026-04-21,android,3,,false,16
u0213,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0214,referral,2026-04-20,2026-04-21,android,3,,false,5
u0215,organic,2026-04-20,2026-04-21,ios,3,,false,18
u0216,paid,2026-04-20,2026-04-21,android,3,,false,3
u0217,referral,2026-04-20,2026-04-21,ios,3,,false,12
u0218,organic,2026-04-20,2026-04-21,android,3,,false,4
u0219,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0220,referral,2026-04-20,2026-04-21,android,3,,false,21
u0221,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0222,paid,2026-04-20,2026-04-21,android,3,,false,5
u0223,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0224,organic,2026-04-20,2026-04-21,android,3,,true,0
u0225,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0226,referral,2026-04-20,2026-04-21,android,3,,false,7
u0227,organic,2026-04-20,2026-04-21,ios,3,,false,14
u0228,paid,2026-04-20,2026-04-21,android,3,,false,17
u0229,referral,2026-04-20,2026-04-21,ios,3,,false,11
u0230,organic,2026-04-20,2026-04-21,android,3,,true,0
u0231,paid,2026-04-20,2026-04-21,ios,3,,false,15
u0232,referral,2026-04-20,2026-04-21,android,3,,true,0
u0233,organic,2026-04-20,2026-04-21,ios,3,,true,0
u0234,paid,2026-04-20,2026-04-21,android,3,,false,10
u0235,referral,2026-04-20,2026-04-21,ios,3,,true,0
u0236,organic,2026-04-20,2026-04-21,android,3,,true,0
u0237,paid,2026-04-20,2026-04-21,ios,3,,true,0
u0238,referral,2026-04-20,2026-04-21,android,3,,false,10
u0239,organic,2026-04-20,2026-04-21,ios,3,,false,11
u0240,paid,2026-04-20,2026-04-21,android,3,,false,6
u0241,organic,2026-04-27,2026-04-28,ios,4,,false,12
u0242,paid,2026-04-27,2026-04-28,android,4,,false,6
u0243,referral,2026-04-27,2026-04-28,ios,4,,false,20
u0244,organic,2026-04-27,2026-04-28,android,4,,false,12
u0245,paid,2026-04-27,2026-04-28,ios,4,,false,5
u0246,referral,2026-04-27,2026-04-28,android,4,,true,0
u0247,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0248,paid,2026-04-27,2026-04-28,android,4,,false,13
u0249,referral,2026-04-27,2026-04-28,ios,4,,false,16
u0250,organic,2026-04-27,2026-04-28,android,4,,true,0
u0251,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0252,referral,2026-04-27,2026-04-28,android,4,,false,15
u0253,organic,2026-04-27,2026-04-28,ios,4,,false,4
u0254,paid,2026-04-27,2026-04-28,android,4,,false,9
u0255,referral,2026-04-27,2026-04-28,ios,4,,false,4
u0256,organic,2026-04-27,2026-04-28,android,4,,true,0
u0257,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0258,referral,2026-04-27,2026-04-28,android,4,,false,20
u0259,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0260,paid,2026-04-27,2026-04-28,android,4,,true,0
u0261,referral,2026-04-27,2026-04-28,ios,4,,false,14
u0262,organic,2026-04-27,2026-04-28,android,4,,false,14
u0263,paid,2026-04-27,2026-04-28,ios,4,,false,9
u0264,referral,2026-04-27,2026-04-28,android,4,,false,17
u0265,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0266,paid,2026-04-27,2026-04-28,android,4,,true,0
u0267,referral,2026-04-27,2026-04-28,ios,4,,true,0
u0268,organic,2026-04-27,2026-04-28,android,4,,false,12
u0269,paid,2026-04-27,2026-04-28,ios,4,,false,10
u0270,referral,2026-04-27,2026-04-28,android,4,,true,0
u0271,organic,2026-04-27,2026-04-28,ios,4,,false,5
u0272,paid,2026-04-27,2026-04-28,android,4,,false,11
u0273,referral,2026-04-27,2026-04-28,ios,4,,false,18
u0274,organic,2026-04-27,2026-04-28,android,4,,true,0
u0275,paid,2026-04-27,2026-04-28,ios,4,,false,7
u0276,referral,2026-04-27,2026-04-28,android,4,,false,7
u0277,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0278,paid,2026-04-27,2026-04-28,android,4,,false,3
u0279,referral,2026-04-27,2026-04-28,ios,4,,true,0
u0280,organic,2026-04-27,2026-04-28,android,4,,false,16
u0281,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0282,referral,2026-04-27,2026-04-28,android,4,,false,9
u0283,organic,2026-04-27,2026-04-28,ios,4,,false,4
u0284,paid,2026-04-27,2026-04-28,android,4,,false,5
u0285,referral,2026-04-27,2026-04-28,ios,4,,true,0
u0286,organic,2026-04-27,2026-04-28,android,4,,true,0
u0287,paid,2026-04-27,2026-04-28,ios,4,,false,8
u0288,referral,2026-04-27,2026-04-28,android,4,,true,0
u0289,organic,2026-04-27,2026-04-28,ios,4,,false,11
u0290,paid,2026-04-27,2026-04-28,android,4,,false,3
u0291,referral,2026-04-27,2026-04-28,ios,4,,false,9
u0292,organic,2026-04-27,2026-04-28,android,4,,true,0
u0293,paid,2026-04-27,2026-04-28,ios,4,,false,4
u0294,referral,2026-04-27,2026-04-28,android,4,,false,8
u0295,organic,2026-04-27,2026-04-28,ios,4,,true,0
u0296,paid,2026-04-27,2026-04-28,android,4,,false,11
u0297,referral,2026-04-27,2026-04-28,ios,4,,false,9
u0298,organic,2026-04-27,2026-04-28,android,4,,true,0
u0299,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0300,referral,2026-04-27,2026-04-28,android,4,,false,11
u0301,organic,2026-04-27,2026-04-28,ios,4,,false,6
u0302,paid,2026-04-27,2026-04-28,android,4,,false,4
u0303,referral,2026-04-27,2026-04-28,ios,4,,true,0
u0304,organic,2026-04-27,2026-04-28,android,4,,false,3
u0305,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0306,referral,2026-04-27,2026-04-28,android,4,,false,5
u0307,organic,2026-04-27,2026-04-28,ios,4,,false,7
u0308,paid,2026-04-27,2026-04-28,android,4,,false,11
u0309,referral,2026-04-27,2026-04-28,ios,4,,false,8
u0310,organic,2026-04-27,2026-04-28,android,4,,true,0
u0311,paid,2026-04-27,2026-04-28,ios,4,,true,0
u0312,referral,2026-04-27,2026-04-28,android,4,,false,7
u0313,organic,2026-04-27,2026-04-28,ios,4,,false,6
u0314,paid,2026-04-27,2026-04-28,android,4,,true,0
u0315,referral,2026-04-27,2026-04-28,ios,4,,false,7
u0316,organic,2026-04-27,2026-04-28,android,4,,false,12
u0317,paid,2026-04-27,2026-04-28,ios,4,,false,14
u0318,referral,2026-04-27,2026-04-28,android,4,,true,0
u0319,organic,2026-04-27,2026-04-28,ios,4,,false,13
u0320,paid,2026-04-27,2026-04-28,android,4,,false,5
u0321,organic,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0322,paid,2026-05-04,2026-05-05,android,5,comeback,true,0
u0323,referral,2026-05-04,2026-05-05,ios,5,comeback,false,9
u0324,organic,2026-05-04,2026-05-05,android,5,comeback,false,8
u0325,paid,2026-05-04,2026-05-05,ios,5,comeback,false,7
u0326,referral,2026-05-04,2026-05-05,android,5,comeback,false,14
u0327,organic,2026-05-04,2026-05-05,ios,5,comeback,false,10
u0328,paid,2026-05-04,2026-05-05,android,5,comeback,false,18
u0329,referral,2026-05-04,2026-05-05,ios,5,comeback,false,13
u0330,organic,2026-05-04,2026-05-05,android,5,comeback,false,18
u0331,paid,2026-05-04,2026-05-05,ios,5,comeback,false,7
u0332,referral,2026-05-04,2026-05-05,android,5,comeback,false,5
u0333,organic,2026-05-04,2026-05-05,ios,5,comeback,false,18
u0334,paid,2026-05-04,2026-05-05,android,5,comeback,false,14
u0335,referral,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0336,organic,2026-05-04,2026-05-05,android,5,comeback,false,15
u0337,paid,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0338,referral,2026-05-04,2026-05-05,android,5,comeback,false,10
u0339,organic,2026-05-04,2026-05-05,ios,5,comeback,false,18
u0340,paid,2026-05-04,2026-05-05,android,5,comeback,true,0
u0341,referral,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0342,organic,2026-05-04,2026-05-05,android,5,comeback,false,7
u0343,paid,2026-05-04,2026-05-05,ios,5,comeback,false,8
u0344,referral,2026-05-04,2026-05-05,android,5,comeback,false,7
u0345,organic,2026-05-04,2026-05-05,ios,5,comeback,false,11
u0346,paid,2026-05-04,2026-05-05,android,5,comeback,false,20
u0347,referral,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0348,organic,2026-05-04,2026-05-05,android,5,comeback,true,0
u0349,paid,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0350,referral,2026-05-04,2026-05-05,android,5,comeback,true,0
u0351,organic,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0352,paid,2026-05-04,2026-05-05,android,5,comeback,true,0
u0353,referral,2026-05-04,2026-05-05,ios,5,comeback,false,7
u0354,organic,2026-05-04,2026-05-05,android,5,comeback,true,0
u0355,paid,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0356,referral,2026-05-04,2026-05-05,android,5,comeback,false,17
u0357,organic,2026-05-04,2026-05-05,ios,5,comeback,false,18
u0358,paid,2026-05-04,2026-05-05,android,5,comeback,true,0
u0359,referral,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0360,organic,2026-05-04,2026-05-05,android,5,comeback,false,15
u0361,paid,2026-05-04,2026-05-05,ios,5,comeback,false,16
u0362,referral,2026-05-04,2026-05-05,android,5,comeback,false,13
u0363,organic,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0364,paid,2026-05-04,2026-05-05,android,5,comeback,true,0
u0365,referral,2026-05-04,2026-05-05,ios,5,comeback,false,10
u0366,organic,2026-05-04,2026-05-05,android,5,comeback,true,0
u0367,paid,2026-05-04,2026-05-05,ios,5,comeback,true,0
u0368,referral,2026-05-04,2026-05-05,android,5,comeback,false,12
u0369,organic,2026-05-04,2026-05-05,ios,5,comeback,false,20
u0370,paid,2026-05-04,2026-05-05,android,5,comeback,false,12
u0371,referral,2026-05-04,2026-05-05,ios,5,control,false,11
u0372,organic,2026-05-04,2026-05-05,android,5,control,true,0
u0373,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0374,referral,2026-05-04,2026-05-05,android,5,control,true,0
u0375,organic,2026-05-04,2026-05-05,ios,5,control,true,0
u0376,paid,2026-05-04,2026-05-05,android,5,control,false,9
u0377,referral,2026-05-04,2026-05-05,ios,5,control,false,8
u0378,organic,2026-05-04,2026-05-05,android,5,control,false,18
u0379,paid,2026-05-04,2026-05-05,ios,5,control,false,4
u0380,referral,2026-05-04,2026-05-05,android,5,control,true,0
u0381,organic,2026-05-04,2026-05-05,ios,5,control,false,14
u0382,paid,2026-05-04,2026-05-05,android,5,control,false,19
u0383,referral,2026-05-04,2026-05-05,ios,5,control,true,0
u0384,organic,2026-05-04,2026-05-05,android,5,control,false,10
u0385,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0386,referral,2026-05-04,2026-05-05,android,5,control,true,0
u0387,organic,2026-05-04,2026-05-05,ios,5,control,false,12
u0388,paid,2026-05-04,2026-05-05,android,5,control,true,0
u0389,referral,2026-05-04,2026-05-05,ios,5,control,false,18
u0390,organic,2026-05-04,2026-05-05,android,5,control,false,16
u0391,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0392,referral,2026-05-04,2026-05-05,android,5,control,false,6
u0393,organic,2026-05-04,2026-05-05,ios,5,control,false,18
u0394,paid,2026-05-04,2026-05-05,android,5,control,false,3
u0395,referral,2026-05-04,2026-05-05,ios,5,control,false,9
u0396,organic,2026-05-04,2026-05-05,android,5,control,true,0
u0397,paid,2026-05-04,2026-05-05,ios,5,control,false,10
u0398,referral,2026-05-04,2026-05-05,android,5,control,false,6
u0399,organic,2026-05-04,2026-05-05,ios,5,control,false,16
u0400,paid,2026-05-04,2026-05-05,android,5,control,true,0
u0401,referral,2026-05-04,2026-05-05,ios,5,control,true,0
u0402,organic,2026-05-04,2026-05-05,android,5,control,true,0
u0403,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0404,referral,2026-05-04,2026-05-05,android,5,control,false,3
u0405,organic,2026-05-04,2026-05-05,ios,5,control,false,17
u0406,paid,2026-05-04,2026-05-05,android,5,control,true,0
u0407,referral,2026-05-04,2026-05-05,ios,5,control,true,0
u0408,organic,2026-05-04,2026-05-05,android,5,control,true,0
u0409,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0410,referral,2026-05-04,2026-05-05,android,5,control,true,0
u0411,organic,2026-05-04,2026-05-05,ios,5,control,false,18
u0412,paid,2026-05-04,2026-05-05,android,5,control,false,13
u0413,referral,2026-05-04,2026-05-05,ios,5,control,true,0
u0414,organic,2026-05-04,2026-05-05,android,5,control,true,0
u0415,paid,2026-05-04,2026-05-05,ios,5,control,true,0
u0416,referral,2026-05-04,2026-05-05,android,5,control,false,21
u0417,organic,2026-05-04,2026-05-05,ios,5,control,true,0
u0418,paid,2026-05-04,2026-05-05,android,5,control,true,0
u0419,referral,2026-05-04,2026-05-05,ios,5,control,false,17
u0420,organic,2026-05-04,2026-05-05,android,5,control,false,13
u0421,organic,2026-04-06,2026-04-07,ios,1,,false,8
u0422,paid,2026-04-06,2026-04-07,ios,1,,false,7
u0423,referral,2026-04-06,2026-04-07,ios,1,,false,12
u0424,organic,2026-04-06,2026-04-07,ios,1,,false,8
u0425,paid,2026-04-06,2026-04-07,ios,1,,false,8
u0426,referral,2026-04-06,2026-04-07,ios,1,,false,10
u0427,organic,2026-04-06,2026-04-07,ios,1,,false,14
u0428,paid,2026-04-06,2026-04-07,ios,1,,false,7
u0429,referral,2026-04-06,2026-04-07,ios,1,,false,5
u0430,organic,2026-04-06,2026-04-07,ios,1,,false,18
u0431,paid,2026-04-06,2026-04-07,ios,1,,false,4
u0432,referral,2026-04-06,2026-04-07,ios,1,,false,18
u0433,organic,2026-04-06,2026-04-07,ios,1,,true,0
u0434,paid,2026-04-06,2026-04-07,ios,1,,true,0
u0435,referral,2026-04-06,2026-04-07,ios,1,,false,14
u0436,organic,2026-04-06,2026-04-07,ios,1,,false,15
u0437,paid,2026-04-06,2026-04-07,ios,1,,false,4
u0438,referral,2026-04-06,2026-04-07,ios,1,,true,0
u0439,organic,2026-04-06,2026-04-07,ios,1,,false,13
u0440,paid,2026-04-06,2026-04-07,ios,1,,false,13
u0441,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0442,paid,2026-04-13,2026-04-14,ios,2,,false,9
u0443,referral,2026-04-13,2026-04-14,ios,2,,false,20
u0444,organic,2026-04-13,2026-04-14,ios,2,,false,8
u0445,paid,2026-04-13,2026-04-14,ios,2,,false,18
u0446,referral,2026-04-13,2026-04-14,ios,2,,true,0
u0447,organic,2026-04-13,2026-04-14,ios,2,,true,0
u0448,paid,2026-04-13,2026-04-14,ios,2,,false,8
